asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,category,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'BRS2',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.52,0.0,0.0058,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0079,0.0,GBP,0.0079,Others,N,N,0.0,--,0.0
B003VTZAM0,X00298OTDN,"Minky Metallic Reflector Ironing Board Cover, Extra Large",'BRS2',GB,24.0,19.6,5.0,centimeters,0.15,kilograms,0.0831,cubic feet,Standard-Size,3.65,0.0,0.3028,2025-12,8.5,weeks,1.37,0.0,3.65,0.3028,0.4148,0.0,GBP,0.4148,Others,N,N,0.0,--,0.0
B075XT2J8X,X0029FIBPX,Kingfisher Natural Toothpaste Charcoal Mint Fluoride-Free | Vegetarian & Vegan | Oral Health Foundation Approved | Gluten-Free & GM-Free | Ethical Consumer Best Buy | 1x100ml Tube,'BRS2',GB,19.2,4.8,3.9,centimeters,0.17,kilograms,0.0127,cubic feet,Standard-Size,5.94,0.0,0.0753,2025-12,8.5,weeks,1.37,0.0,5.94,0.0753,0.1032,0.0,GBP,0.1032,Others,N,N,0.0,--,0.0
B08P63MSS9,X0029FLX21,The Cheeky Panda Bamboo Facial Make Up Remover Wipes | Sustainable Face Wipes Eye Makeup Remover | Rose Scented Pack of 25 Face Wipes | 99% Purified Water,'BRS2',GB,13.8,8.5,3.9,centimeters,0.19,kilograms,0.0162,cubic feet,Standard-Size,5.0,0.0,0.0808,2025-12,8.5,weeks,1.37,0.0,5.0,0.0808,0.1107,0.0,GBP,0.1107,Others,N,N,0.0,--,0.0
B08WPCW7TH,X0029FM4IN,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",'BRS2',GB,14.0,4.0,0.5,centimeters,0.02,kilograms,0.001,cubic feet,Standard-Size,5.0,0.0,0.0049,2025-12,8.5,weeks,1.37,0.0,5.0,0.0049,0.0068,0.0,GBP,0.0068,Others,N,N,0.0,--,0.0
B07BLX7YG9,X0029NC4AD,"Lexibook PAW Patrol Helper on Four Paws Chase LED Night Light for Kids, Color Changing, Soft Light, Batteries, Plastic, Blue/Beige, NLJ001PA1, Multicolor, 13, Colour Change",'BRS2',GB,14.4,10.2,9.7,centimeters,0.13,kilograms,0.0503,cubic feet,Standard-Size,0.19,0.0,0.0097,2025-12,8.5,weeks,1.37,0.0,0.19,0.0097,0.0133,0.0,GBP,0.0133,Others,N,N,0.0,--,0.0
B0070Y60K8,X0029NGLQL,"Weekender Timex Central Park Quartz Watch with Analogue Display and Nylon Strap - T2N747, Blue, T2N747PF",'BRS2',GB,9.3,8.1,6.3,centimeters,0.09,kilograms,0.0168,cubic feet,Standard-Size,1.65,0.0,0.027,2025-12,8.5,weeks,1.37,0.0,1.61,0.027,0.037,0.0,GBP,0.037,Others,N,N,0.0,--,0.03
B0C9LJNJWZ,X0029NJZVJ,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",'BRS2',GB,34.7,27.3,5.6,centimeters,0.82,kilograms,0.1873,cubic feet,Standard-Size,4.0,0.0,0.7494,2025-12,8.5,weeks,1.37,0.0,4.0,0.7494,1.0306,0.0,GBP,1.0306,Others,N,N,0.0,--,0.0
B004GFPFBO,X0029XG251,Funko POP! Movies : Freddy Krueger - Nightmare on Elm Street - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors,'BRS2',GB,16.1,11.6,8.9,centimeters,0.17,kilograms,0.0587,cubic feet,Standard-Size,4.0,0.0,0.2348,2025-12,8.5,weeks,1.37,0.0,4.0,0.2348,0.3217,0.0,GBP,0.3217,Others,N,N,0.0,--,0.0
B0001IWX7E,X002AFARJP,"KitchenCraft Kitchen Scissors with Bottle Opener, Stainless Steel, Multi Purpose Shears 21 cm (8.3''), Black",'BRS2',GB,27.7,11.3,1.4,centimeters,0.09,kilograms,0.0155,cubic feet,Standard-Size,12.0,0.0,0.1857,2025-12,8.5,weeks,1.37,0.0,12.0,0.1857,0.2544,0.0,GBP,0.2544,Others,N,N,0.0,--,0.0
B005F5TRBI,X002AFJNZT,"Croydex White Button Shower Curtain Rings 12pk, 75g, 34F",'BRS2',GB,18.0,8.2,4.5,centimeters,0.04,kilograms,0.0235,cubic feet,Standard-Size,4.0,0.0,0.0938,2025-12,8.5,weeks,1.37,0.0,4.0,0.0938,0.1285,0.0,GBP,0.1285,Others,N,N,0.0,--,0.0
B001ET78RY,X002AQ0W1H,Avalon Organics Rosemary Volumizing Conditioner 325ml Pack of 3,'BRS2',GB,22.9,21.1,6.6,centimeters,1.03,kilograms,0.1126,cubic feet,Standard-Size,3.0,0.0,0.3379,2025-12,8.5,weeks,1.37,0.0,3.0,0.3379,0.4629,0.0,GBP,0.4629,Others,N,N,0.0,--,0.0
B0897VHKW6,X002AQ3LX3,Hilltop Maple Syrup - Very Dark Late Harvest - Squeezy Bottle - 230g,'BRS2',GB,12.0,6.8,4.0,centimeters,0.28,kilograms,0.0115,cubic feet,Standard-Size,3.0,0.0,0.0346,2025-12,8.5,weeks,1.37,0.0,3.0,0.0346,0.0474,0.0,GBP,0.0474,Others,N,N,0.0,--,0.0
B09NQD4S5N,X002AS6LUL,"The Army Painter Speedpaint Zealot Yellow 2.0, Single Acrylic Paint 18ml One-coat Painting Soloution For Fantasy Tabletop Miniatures Like Warhammer 40k and Dungeons And Dragons Figures",'BRS2',GB,7.2,2.4,2.2,centimeters,0.04,kilograms,0.0013,cubic feet,Standard-Size,1.0,0.0,0.0013,2025-12,8.5,weeks,1.37,0.0,1.0,0.0013,0.0018,0.0,GBP,0.0018,Others,N,N,0.0,--,0.0
B09NQDQ8X7,X002ASB1M9,"The Army Painter Speedpaint Slaughter Red 2.0, Single Acrylic Paint 18ml One-coat Painting Soloution For Fantasy Tabletop Miniatures Like Warhammer 40k and Dungeons And Dragons Figures",'BRS2',GB,7.1,2.3,2.2,centimeters,0.03,kilograms,0.0013,cubic feet,Standard-Size,1.0,0.0,0.0013,2025-12,8.5,weeks,1.37,0.0,1.0,0.0013,0.0017,0.0,GBP,0.0017,Others,N,N,0.0,--,0.0
B06XXDNH1P,X002ASBMFZ,Dragon Shield ART11105 White (60) Matte Japanese Size Sleeves 60pk,'BRS2',GB,9.4,6.8,2.7,centimeters,0.08,kilograms,0.0061,cubic feet,Standard-Size,20.71,0.0,0.1262,2025-12,8.5,weeks,1.37,0.0,20.71,0.1262,0.1729,0.0,GBP,0.1729,Others,N,N,0.0,--,0.0
B0CG234KW1,X002B7TIKL,Snackles Small Sized 14 cm by ZURU Cuddly Squishy Comfort Plush with License Snack Brand Accessory (Random Assortment),'BRS2',GB,23.1,16.7,12.0,centimeters,0.2,kilograms,0.1635,cubic feet,Standard-Size,2.0,0.0,0.327,2025-12,8.5,weeks,1.37,0.0,2.0,0.327,0.4479,0.0,GBP,0.4479,Others,N,N,0.0,--,0.0
B09445GL1C,X002BA017H,"Price's - Time for You Large Jar Candle - Sweet, Delicious Fragrance - Long Lasting Scent - Up to 100 Hour Burn Time - Ideal for All Occasions",'BRS2',GB,23.2,16.6,11.9,centimeters,1.01,kilograms,0.1618,cubic feet,Standard-Size,1.0,0.0,0.1618,2025-12,8.5,weeks,1.37,0.0,1.0,0.1618,0.2217,0.0,GBP,0.2217,Others,N,N,0.0,--,0.0
B07F1MFWV1,X002BG3AK1,"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup",'BRS2',GB,16.4,9.0,5.4,centimeters,0.47,kilograms,0.0281,cubic feet,Standard-Size,4.0,0.0,0.1126,2025-12,8.5,weeks,1.37,0.0,4.0,0.1126,0.1542,0.0,GBP,0.1542,Others,N,N,0.0,--,0.0
B0915M1DLF,X002BPXUYN,"Makeup Revolution, Conceal & Fix, Ultimate Coverage, Concealer, Medium Sand, 11g",'BRS2',GB,4.3,4.0,3.8,centimeters,0.05,kilograms,0.0023,cubic feet,Standard-Size,1.06,0.0,0.0024,2025-12,8.5,weeks,1.37,0.0,1.03,0.0024,0.0033,0.0,GBP,0.0033,Others,N,N,0.0,--,0.03
B07H2WXMDJ,X002C5IRB3,"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK",'BRS2',GB,16.3,9.0,5.4,centimeters,0.47,kilograms,0.028,cubic feet,Standard-Size,9.0,0.0,0.2518,2025-12,8.5,weeks,1.37,0.0,7.55,0.2112,0.3449,0.0,GBP,0.3449,Others,N,N,0.0,--,0.0
B0BNLWBLMV,X002C8KRMR,Arcane Tinmen Dragon Shield Standard Sleeves - Matte Turquoise (100ct),'BRS2',GB,9.7,7.1,4.7,centimeters,0.14,kilograms,0.0114,cubic feet,Standard-Size,1.68,0.0,0.0184,2025-12,8.5,weeks,0.75,0.0,1.61,0.0184,0.0152,0.0,GBP,0.0152,shoes & bags,N,N,0.0,--,0.06
B0012B80HG,X002CJPDFR,"Kitchen Devils S8602003 Lifestyle Kitchen Knife, Black, 30x8.5x2 cm",'BRS2',GB,28.1,7.4,1.7,centimeters,0.05,kilograms,0.0125,cubic feet,Standard-Size,1.0,0.0,0.0125,2025-12,8.5,weeks,1.37,0.0,1.0,0.0125,0.0171,0.0,GBP,0.0171,Others,N,N,0.0,--,0.0
B007YX9O9E,X002EEAAT9,"SanDisk Cruzer Glide 32 GB USB Flash Drive USB 2.0 , Black & Red",'BRS2',GB,12.5,7.5,1.2,centimeters,0.01,kilograms,0.004,cubic feet,Standard-Size,4.68,0.0,0.0181,2025-12,8.5,weeks,1.37,0.0,3.42,0.0136,0.0248,0.0,GBP,0.0248,Others,N,N,0.0,--,0.13
B0844ZRHS9,X002F5H8QP,"Minecraft Zombie Light - Officially Licensed Merchandise, Portable Night Light and Gaming Room Decor for Kids, Gift for Gamer, Battery Powered | Paladone, Green",'BRS2',GB,13.6,10.8,9.4,centimeters,0.12,kilograms,0.0488,cubic feet,Standard-Size,2.87,0.0,0.1384,2025-12,8.5,weeks,1.37,0.0,2.84,0.1384,0.1896,0.0,GBP,0.1896,Others,N,N,0.0,--,0.03
B07RZBBG14,X002F5VV0T,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",'BRS2',GB,24.7,8.5,1.2,centimeters,0.08,kilograms,0.0089,cubic feet,Standard-Size,2.0,0.0,0.0178,2025-12,8.5,weeks,0.75,0.0,2.0,0.0178,0.0148,0.0,GBP,0.0148,shoes & bags,N,N,0.0,--,0.0
B007R2ICTK,X002057DE7,"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106)",'CWL1',GB,14.0,4.2,2.4,centimeters,0.06,kilograms,0.005,cubic feet,Standard-Size,0.16,0.0,8.0E-4,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.0,Others,N,N,0.0,--,0.0
B00AOES9GE,X00206JNTT,Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland,'CWL1',GB,22.3,4.2,1.3,centimeters,0.01,kilograms,0.0043,cubic feet,Standard-Size,47.68,0.0,0.1961,2025-12,8.5,weeks,1.37,0.0,39.26,0.1688,0.2687,0.0,GBP,0.2687,Others,N,N,0.0,--,2.06
B001Q77TI2,X0021O4AW5,"Ultra Pro 81181 3"" x 4"" Clear Thick 55PT Toploaders (25ct)",'CWL1',GB,10.8,8.2,5.5,centimeters,0.2,kilograms,0.0172,cubic feet,Standard-Size,0.74,0.0,0.0122,2025-12,8.5,weeks,1.37,0.0,0.65,0.0111,0.0167,0.0,GBP,0.0167,Others,N,N,0.0,--,0.03
B07J9JGZZV,X0022RICEN,Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical),'CWL1',GB,18.0,5.0,2.4,centimeters,0.04,kilograms,0.0076,cubic feet,Standard-Size,66.26,0.0,0.5042,2025-12,8.5,weeks,1.37,0.0,66.1,0.5042,0.6893,0.0,GBP,0.6893,Others,N,N,0.0,--,0.16
B08MW8XMNQ,X0022RQT3T,Piksters Eco Charcoal 30 Floss Picks - Pack of 1,'CWL1',GB,9.6,6.6,1.9,centimeters,0.04,kilograms,0.0043,cubic feet,Standard-Size,1.0,0.0,0.0043,2025-12,8.5,weeks,1.37,0.0,1.0,0.0043,0.0058,0.0,GBP,0.0058,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'CWL1',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.32,0.0,0.0044,2025-12,8.5,weeks,1.37,0.0,0.03,4.0E-4,0.0061,0.0,GBP,0.0061,Others,N,N,0.0,--,0.0
B01NBDFDBC,X0023ITOJX,"Yale YES-CYLPULL-CH Essentials Rim Cylinder Door Pull, Great for External Doors, for Easy Door Closing, Chrome Finish",'CWL1',GB,14.1,8.5,2.3,centimeters,0.07,kilograms,0.0097,cubic feet,Standard-Size,0.65,0.0,0.006,2025-12,8.5,weeks,1.37,0.0,0.03,3.0E-4,0.0082,0.0,GBP,0.0082,Others,N,N,0.0,--,0.03
B0073FT7FY,X0026L1SCN,TEPE INTERDENTAL Travel CASE,'CWL1',GB,11.1,9.5,1.9,centimeters,0.01,kilograms,0.0071,cubic feet,Standard-Size,1.03,0.0,0.0073,2025-12,8.5,weeks,1.37,0.0,0.84,0.0059,0.01,0.0,GBP,0.01,Others,N,N,0.0,--,0.0
B086ZD7MG6,X00293G0VR,Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland,'CWL1',GB,15.0,6.0,1.4,centimeters,0.03,kilograms,0.0044,cubic feet,Standard-Size,17.87,0.0,0.0791,2025-12,8.5,weeks,1.37,0.0,17.26,0.0768,0.1084,0.0,GBP,0.1084,Others,N,N,0.0,--,0.1
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'CWL1',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.1,0.0,0.0011,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0015,0.0,GBP,0.0015,Others,N,N,0.0,--,0.0
B001OXH0X2,X00298OQXB,"Solvite SLVTHRIFT Wallpaper & Border Paste, Set of 1",'CWL1',GB,21.7,10.8,2.6,centimeters,0.07,kilograms,0.0215,cubic feet,Standard-Size,1.0,0.0,0.0215,2025-12,8.5,weeks,1.37,0.0,1.0,0.0215,0.0295,0.0,GBP,0.0295,Others,N,N,0.0,--,0.0
B075XT2J8X,X0029FIBPX,Kingfisher Natural Toothpaste Charcoal Mint Fluoride-Free | Vegetarian & Vegan | Oral Health Foundation Approved | Gluten-Free & GM-Free | Ethical Consumer Best Buy | 1x100ml Tube,'CWL1',GB,19.2,4.8,3.9,centimeters,0.17,kilograms,0.0127,cubic feet,Standard-Size,1.0,0.0,0.0127,2025-12,8.5,weeks,1.37,0.0,1.0,0.0127,0.0174,0.0,GBP,0.0174,Others,N,N,0.0,--,0.0
9188805646,X0029FM6EP,"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color",'CWL1',GB,21.7,15.6,1.4,centimeters,0.39,kilograms,0.0167,cubic feet,Standard-Size,0.48,0.0,0.0081,2025-12,8.5,weeks,1.37,0.0,0.42,0.007,0.0111,0.0,GBP,0.0111,Others,N,N,0.0,--,0.0
B0001IWX7E,X002AFARJP,"KitchenCraft Kitchen Scissors with Bottle Opener, Stainless Steel, Multi Purpose Shears 21 cm (8.3''), Black",'CWL1',GB,27.7,11.3,1.4,centimeters,0.09,kilograms,0.0155,cubic feet,Standard-Size,2.0,0.0,0.031,2025-12,8.5,weeks,1.37,0.0,2.0,0.031,0.0424,0.0,GBP,0.0424,Others,N,N,0.0,--,0.0
B001ET78RY,X002AQ0W1H,Avalon Organics Rosemary Volumizing Conditioner 325ml Pack of 3,'CWL1',GB,22.9,21.1,6.6,centimeters,1.03,kilograms,0.1126,cubic feet,Standard-Size,2.0,0.0,0.2252,2025-12,8.5,weeks,1.37,0.0,2.0,0.2252,0.3086,0.0,GBP,0.3086,Others,N,N,0.0,--,0.0
B06XXDNH1P,X002ASBMFZ,Dragon Shield ART11105 White (60) Matte Japanese Size Sleeves 60pk,'CWL1',GB,9.4,6.8,2.7,centimeters,0.08,kilograms,0.0061,cubic feet,Standard-Size,1.0,0.0,0.0061,2025-12,8.5,weeks,1.37,0.0,1.0,0.0061,0.0083,0.0,GBP,0.0083,Others,N,N,0.0,--,0.0
B09445GL1C,X002BA017H,"Price's - Time for You Large Jar Candle - Sweet, Delicious Fragrance - Long Lasting Scent - Up to 100 Hour Burn Time - Ideal for All Occasions",'CWL1',GB,23.2,16.6,11.9,centimeters,1.01,kilograms,0.1618,cubic feet,Standard-Size,1.0,0.0,0.1618,2025-12,8.5,weeks,1.37,0.0,1.0,0.1618,0.2217,0.0,GBP,0.2217,Others,N,N,0.0,--,0.0
B002BX8ZFG,X002DZYN47,"Fackelmann OPAL Pizza Wheel, Pizza Cutter & Slicer, Super Sharp Blade, Stainless Steel, 18.5x5x1.2cm, Silver",'CWL1',GB,17.2,11.9,1.5,centimeters,0.07,kilograms,0.0108,cubic feet,Standard-Size,4.0,0.0,0.0434,2025-12,8.5,weeks,1.37,0.0,4.0,0.0434,0.0594,0.0,GBP,0.0594,Others,N,N,0.0,--,0.0
B08CHKHTWX,X002EPBTD9,"Max Factor Facefinity Matte Bronzer, 001 Light Bronze",'CWL1',GB,6.8,6.7,1.2,centimeters,0.04,kilograms,0.0019,cubic feet,Standard-Size,48.0,0.0,0.0927,2025-12,8.5,weeks,1.37,0.0,48.0,0.0927,0.127,0.0,GBP,0.127,Others,N,N,0.0,--,0.0
B07RZBBG14,X002F5VV0T,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",'CWL1',GB,24.7,8.5,1.2,centimeters,0.08,kilograms,0.0089,cubic feet,Standard-Size,33.0,0.0,0.2936,2025-12,8.5,weeks,0.75,0.0,33.0,0.2936,0.22,0.0,GBP,0.22,shoes & bags,N,N,0.0,--,0.0
B07QXSDZJM,X001XSP71D,"Shaun the Sheep Plush 61176 Backpack Clip, Black and White, Great Gift Idea,9 x 7 x 14 centimetres",'DSA2',GB,13.3,8.5,4.1,centimeters,0.03,kilograms,0.0164,cubic feet,Standard-Size,0.35,0.0,0.0058,2025-12,8.5,weeks,1.37,0.0,0.35,0.0058,0.008,0.0,GBP,0.008,Others,N,N,0.0,--,0.0
B00AOES9GE,X00206JNTT,Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland,'DSA2',GB,22.3,4.2,1.3,centimeters,0.01,kilograms,0.0043,cubic feet,Standard-Size,0.68,0.0,0.0028,2025-12,8.5,weeks,1.37,0.0,0.29,0.0012,0.0038,0.0,GBP,0.0038,Others,N,N,0.0,--,0.03
B010E25DI2,X0021K11U3,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,'DSA2',GB,18.3,11.6,1.6,centimeters,0.11,kilograms,0.012,cubic feet,Standard-Size,1.0,0.0,0.012,2025-12,8.5,weeks,1.37,0.0,1.0,0.012,0.0164,0.0,GBP,0.0164,Others,N,N,0.0,--,0.0
B01CKK8CU2,X0021K3PG1,5 Ultra Pro 130pt Magnetic One Touch Card Holders (5 Total) 81721 - Fits Cards Up to 130 Point in Thickness,'DSA2',GB,22.3,11.7,2.1,centimeters,0.32,kilograms,0.0193,cubic feet,Standard-Size,6.0,0.0,0.1161,2025-12,8.5,weeks,1.37,0.0,6.0,0.1161,0.1591,0.0,GBP,0.1591,Others,N,N,0.0,--,0.0
B07J9JGZZV,X0022RICEN,Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical),'DSA2',GB,18.0,5.0,2.4,centimeters,0.04,kilograms,0.0076,cubic feet,Standard-Size,0.84,0.0,0.0064,2025-12,8.5,weeks,1.37,0.0,0.84,0.0064,0.0088,0.0,GBP,0.0088,Others,N,N,0.0,--,0.0
B0073TTHBY,X0022WK51L,Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES,'DSA2',GB,9.4,9.2,6.4,centimeters,0.1,kilograms,0.0195,cubic feet,Standard-Size,26.0,0.0,0.5082,2025-12,8.5,weeks,1.37,0.0,26.0,0.5082,0.693,0.0,GBP,0.693,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'DSA2',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.16,0.0,0.0022,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.003,0.0,GBP,0.003,Others,N,N,0.0,--,0.0
B0009JJZ8A,X00246VCUN,"Fackelmann Sieve 15cm⌀, Strainer, Fine Mesh, Stainless Steel, 15x20x32.5cm, Silver",'DSA2',GB,33.1,15.2,6.3,centimeters,0.14,kilograms,0.1119,cubic feet,Standard-Size,1.0,0.0,0.1119,2025-12,8.5,weeks,1.37,0.0,1.0,0.1119,0.1534,0.0,GBP,0.1534,Others,N,N,0.0,--,0.0
B06XGSJS7N,X0025DTPH7,"Ultimate Guard UGD010696 Boulder Deck Case, 100 Plus, standard size, malachite",'DSA2',GB,14.19,8.0,7.59,centimeters,0.14,kilograms,0.0304,cubic feet,Standard-Size,6.42,0.0,0.1934,2025-12,8.5,weeks,1.37,0.0,6.35,0.1934,0.2649,0.0,GBP,0.2649,Others,N,N,0.0,--,0.06
B086ZD7MG6,X00293G0VR,Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland,'DSA2',GB,15.0,6.0,1.4,centimeters,0.03,kilograms,0.0044,cubic feet,Standard-Size,0.13,0.0,6.0E-4,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,8.0E-4,0.0,GBP,8.0E-4,Others,N,N,0.0,--,0.0
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'DSA2',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.13,0.0,0.0014,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.002,0.0,GBP,0.002,Others,N,N,0.0,--,0.0
B00S9IXBVU,X00298HYM1,ProDec Combination Shavehook for Removing Paint and Varnish from Flat and Irregular Surfaces,'DSA2',GB,30.6,10.8,5.5,centimeters,0.15,kilograms,0.0642,cubic feet,Standard-Size,1.0,0.0,0.0642,2025-12,8.5,weeks,1.37,0.0,0.39,0.0248,0.0879,0.0,GBP,0.0879,Others,N,N,0.0,--,0.0
B001OXH0X2,X00298OQXB,"Solvite SLVTHRIFT Wallpaper & Border Paste, Set of 1",'DSA2',GB,21.7,10.8,2.6,centimeters,0.07,kilograms,0.0215,cubic feet,Standard-Size,4.0,0.0,0.0861,2025-12,8.5,weeks,1.37,0.0,4.0,0.0861,0.1179,0.0,GBP,0.1179,Others,N,N,0.0,--,0.0
